Name,Student ID,Email,Gender,Course,Hobbies,Academic Interests,Extracurricular Interests,Past Club Involvement,Past Clubs,Skills,Preferred Content Types,Activity Frequency
Kent Richardson,STU1123,dustin27@example.net,Other,Biology,"['Gaming', 'Cooking']",['Literature'],"['Photography', 'Volunteering', 'Sports Teams']",No,[],"['Event Planning', 'Design']",['Videos'],Weekly
Kevin Collins,STU1124,stewartlorraine@example.org,Female,Physics,"['Sports', 'Technology', 'Music']",['Literature'],['Robotics'],Yes,[],['Writing'],['Videos'],Monthly
John Beck,STU1125,mario40@example.com,Other,Physics,"['Technology', 'Arts', 'Gaming']",['History'],"['Music Band', 'Volunteering']",Yes,[],"['Leadership', 'Writing']",['Articles'],Monthly
John Robinson,STU1126,toddandrew@example.org,Other,Biology,"['Sports', 'Reading']","['Physics', 'Data Science', 'History']",['Robotics'],No,[],"['Design', 'Writing']","['Tutorials', 'Videos', 'Podcasts']",Bi-weekly
Jessica Frost,STU1127,juliamoreno@example.org,Female,Literature,"['Gaming', 'Music']","['Literature', 'Biology', 'Physics']",['Drama'],Yes,"['election', 'business']","['Public Speaking', 'Event Planning']",['Tutorials'],Weekly
Kelsey Brown,STU1128,latoya21@example.net,Other,Mathematics,['Reading'],['AI'],['Photography'],Yes,[],['Public Speaking'],['Events'],Bi-weekly
Amanda Miller,STU1129,sarahgonzalez@example.net,Female,Computer Science,['Sports'],"['Literature', 'Biology']","['Sports Teams', 'Robotics', 'Music Band']",Yes,"['interview', 'old']","['Design', 'Writing', 'Public Speaking']","['Podcasts', 'Articles']",Bi-weekly
Daniel Bentley,STU1130,adamhernandez@example.com,Other,Biology,['Music'],"['Literature', 'Engineering']",['Drama'],No,"['see', 'into']","['Event Planning', 'Leadership', 'Writing']","['Videos', 'Tutorials']",Weekly
Zachary Mitchell,STU1131,lisacunningham@example.net,Other,Literature,['Reading'],['AI'],"['Drama', 'Robotics', 'Music Band']",Yes,"['finally', 'black']",['Event Planning'],"['Podcasts', 'Events', 'Tutorials']",Bi-weekly
Cole Butler,STU1132,seth49@example.org,Male,Computer Science,['Technology'],"['Physics', 'AI', 'Engineering']","['Sports Teams', 'Debate', 'Robotics']",No,"['until', 'onto']","['Public Speaking', 'Writing']",['Videos'],Weekly
Andrew Porter,STU1133,dbriggs@example.net,Male,Literature,"['Reading', 'Gaming', 'Sports']","['Physics', 'Mathematics']","['Photography', 'Volunteering', 'Robotics']",Yes,[],['Leadership'],"['Videos', 'Podcasts', 'Tutorials']",Weekly
Julie Fisher,STU1134,ywhite@example.com,Male,Physics,['Gaming'],"['History', 'Biology', 'AI']","['Debate', 'Music Band', 'Drama']",No,[],"['Design', 'Leadership']",['Videos'],Bi-weekly
Jessica Mills,STU1135,colinmcclain@example.com,Male,Engineering,"['Writing', 'Arts']",['Data Science'],['Music Band'],No,[],"['Leadership', 'Programming', 'Public Speaking']","['Articles', 'Events', 'Podcasts']",Monthly
Joseph Patton,STU1136,sherrera@example.org,Male,History,"['Arts', 'Sports']",['Mathematics'],['Robotics'],No,"['technology', 'fund']","['Writing', 'Public Speaking', 'Event Planning']","['Podcasts', 'Articles']",Monthly
Sarah Whitney,STU1137,zmercado@example.com,Female,History,"['Reading', 'Technology', 'Music']","['Biology', 'Mathematics']",['Sports Teams'],Yes,[],"['Public Speaking', 'Programming']","['Videos', 'Tutorials']",Weekly
Rachel Gutierrez,STU1138,evanscynthia@example.org,Male,Engineering,"['Cooking', 'Technology']","['Engineering', 'Biology', 'Data Science']","['Photography', 'Music Band', 'Volunteering']",No,"['government', 'ask']",['Public Speaking'],"['Videos', 'Podcasts']",Weekly
Cynthia Jimenez,STU1139,gilbertanthony@example.com,Female,Physics,['Science'],"['Mathematics', 'Data Science']","['Robotics', 'Volunteering', 'Music Band']",No,"['present', 'lawyer']",['Design'],"['Events', 'Articles']",Monthly
Jacob Smith,STU1140,michaelhayes@example.com,Male,Engineering,"['Writing', 'Technology', 'Music']",['Biology'],"['Drama', 'Photography', 'Robotics']",No,"['every', 'forward']","['Event Planning', 'Leadership']","['Articles', 'Podcasts']",Monthly
Christopher Carrillo,STU1141,srodgers@example.com,Other,Mathematics,"['Writing', 'Arts', 'Science']","['AI', 'Literature']","['Sports Teams', 'Music Band']",Yes,[],"['Writing', 'Leadership', 'Programming']",['Videos'],Monthly
Joseph Hall DDS,STU1142,tammie93@example.net,Female,Literature,['Music'],['Engineering'],"['Drama', 'Volunteering', 'Robotics']",No,"['throw', 'himself']","['Design', 'Leadership']","['Videos', 'Podcasts']",Weekly
Justin Wallace,STU1143,hamiltonchristopher@example.com,Other,Engineering,['Gaming'],"['AI', 'Biology', 'Engineering']","['Volunteering', 'Photography', 'Debate']",Yes,[],['Design'],['Tutorials'],Bi-weekly
Brandon Baker,STU1144,castrokevin@example.org,Male,Literature,"['Arts', 'Gaming', 'Writing']","['Data Science', 'AI', 'Mathematics']","['Music Band', 'Volunteering', 'Photography']",No,[],"['Programming', 'Event Planning']","['Podcasts', 'Articles', 'Events']",Bi-weekly
Wesley Bullock,STU1145,chad08@example.com,Female,Computer Science,"['Reading', 'Cooking']","['History', 'Mathematics', 'Physics']","['Debate', 'Music Band', 'Volunteering']",No,[],['Public Speaking'],"['Events', 'Videos']",Weekly
Timothy Mendoza,STU1146,patriciaharmon@example.org,Female,Mathematics,['Gaming'],"['Mathematics', 'Physics', 'Biology']","['Robotics', 'Drama']",Yes,"['piece', 'music']",['Programming'],['Events'],Bi-weekly
Samantha Huang,STU1147,bradleymonique@example.com,Female,Physics,"['Gaming', 'Sports', 'Science']",['Mathematics'],['Music Band'],No,[],"['Public Speaking', 'Programming', 'Event Planning']","['Events', 'Articles', 'Podcasts']",Bi-weekly
Gregory Craig,STU1148,melissa46@example.com,Male,Biology,"['Sports', 'Science']",['Biology'],"['Music Band', 'Drama']",No,"['news', 'government']","['Leadership', 'Programming', 'Public Speaking']","['Articles', 'Events']",Bi-weekly
Kristen Taylor,STU1149,bakermegan@example.org,Female,Mathematics,"['Writing', 'Science', 'Arts']",['Engineering'],['Robotics'],Yes,"['provide', 'especially']","['Leadership', 'Writing', 'Programming']","['Tutorials', 'Events']",Bi-weekly
Lindsey Clark,STU1150,brentdavis@example.net,Female,History,"['Writing', 'Reading']","['Literature', 'Mathematics', 'Physics']",['Robotics'],No,[],"['Design', 'Event Planning']",['Videos'],Weekly
Jeremy Turner,STU1151,jamestaylor@example.com,Other,History,['Science'],['Biology'],"['Music Band', 'Robotics']",No,[],"['Design', 'Public Speaking']","['Videos', 'Events']",Bi-weekly
Zachary Randall,STU1152,nmann@example.com,Other,History,"['Travel', 'Arts']","['Engineering', 'Data Science', 'Mathematics']","['Robotics', 'Sports Teams', 'Photography']",Yes,[],"['Leadership', 'Design', 'Public Speaking']",['Events'],Monthly
Walter Shepherd,STU1153,robin04@example.com,Male,Physics,"['Travel', 'Science', 'Music']","['Biology', 'Engineering']","['Photography', 'Debate']",No,"['worry', 'table']","['Public Speaking', 'Writing']","['Podcasts', 'Videos', 'Articles']",Monthly
Becky Valencia,STU1154,stewartmaria@example.org,Male,Physics,"['Reading', 'Technology']","['History', 'Biology', 'Engineering']","['Volunteering', 'Sports Teams']",No,[],['Design'],"['Events', 'Articles']",Weekly
Adriana Hughes,STU1155,rebekah67@example.com,Female,Physics,['Writing'],"['Mathematics', 'Biology']","['Sports Teams', 'Photography', 'Music Band']",Yes,"['team', 'west']","['Public Speaking', 'Writing', 'Programming']",['Tutorials'],Monthly
Jeff Harmon,STU1156,scott17@example.org,Male,Mathematics,"['Reading', 'Travel']",['AI'],['Sports Teams'],No,[],"['Writing', 'Programming']","['Videos', 'Events']",Monthly
Jeremy Conner,STU1157,bvelasquez@example.com,Other,Biology,"['Gaming', 'Arts']","['Data Science', 'Literature']","['Drama', 'Music Band', 'Debate']",Yes,"['speak', 'oil']",['Design'],"['Tutorials', 'Articles', 'Videos']",Monthly
Stephen Rivera,STU1158,tinamclaughlin@example.com,Female,Literature,"['Arts', 'Gaming', 'Writing']","['AI', 'Data Science', 'Engineering']","['Photography', 'Debate', 'Drama']",No,"['rate', 'yeah']",['Writing'],"['Articles', 'Events', 'Tutorials']",Monthly
David Brown,STU1159,eanderson@example.com,Male,Physics,['Technology'],"['Biology', 'Physics']","['Volunteering', 'Robotics']",Yes,[],['Writing'],"['Videos', 'Tutorials']",Weekly
Grace Stephens,STU1160,nwebb@example.com,Female,Biology,['Music'],"['Physics', 'Literature']","['Music Band', 'Photography']",Yes,"['perform', 'half']",['Leadership'],['Podcasts'],Monthly
Corey Patel,STU1161,sandra99@example.org,Other,Literature,"['Music', 'Science']",['History'],"['Music Band', 'Sports Teams', 'Drama']",No,"['area', 'reveal']","['Event Planning', 'Public Speaking', 'Programming']","['Events', 'Podcasts']",Bi-weekly
Ashley Bean,STU1162,yuapril@example.net,Male,Physics,"['Science', 'Writing']",['Biology'],"['Sports Teams', 'Volunteering', 'Robotics']",No,"['who', 'draw']",['Programming'],"['Tutorials', 'Events']",Bi-weekly
Charles Smith,STU1163,diazalicia@example.com,Male,Engineering,"['Technology', 'Reading']","['Engineering', 'Literature', 'AI']","['Music Band', 'Volunteering']",Yes,"['paper', 'agreement']","['Design', 'Leadership', 'Event Planning']","['Videos', 'Podcasts']",Bi-weekly
Matthew Palmer,STU1164,julialeach@example.com,Male,Mathematics,['Travel'],['Data Science'],"['Drama', 'Music Band', 'Debate']",Yes,[],['Design'],"['Events', 'Tutorials']",Monthly
Rachel Long,STU1165,jeffrey22@example.org,Female,Engineering,"['Music', 'Sports', 'Reading']","['History', 'Data Science', 'Engineering']",['Volunteering'],No,[],['Event Planning'],"['Events', 'Podcasts']",Weekly
Bianca Lee,STU1166,joshua75@example.org,Other,History,"['Cooking', 'Science']","['Biology', 'AI', 'Physics']",['Drama'],No,[],['Event Planning'],"['Articles', 'Tutorials']",Monthly
Jose Dawson,STU1167,pweber@example.net,Other,Biology,"['Reading', 'Cooking', 'Science']","['Engineering', 'Mathematics', 'Physics']","['Robotics', 'Debate', 'Drama']",Yes,"['still', 'social']","['Leadership', 'Writing', 'Design']","['Tutorials', 'Podcasts']",Monthly
Christy Haney,STU1168,sharonleon@example.org,Male,Physics,['Arts'],"['AI', 'Engineering']","['Drama', 'Music Band', 'Sports Teams']",No,"['student', 'everything']",['Leadership'],"['Podcasts', 'Videos', 'Tutorials']",Monthly
Angela Holt,STU1169,yhayes@example.org,Other,Mathematics,['Science'],['History'],"['Drama', 'Music Band', 'Debate']",Yes,"['program', 'take']",['Programming'],"['Tutorials', 'Articles']",Weekly
Karen Phillips,STU1170,diazchristine@example.com,Female,Literature,"['Cooking', 'Gaming']","['AI', 'Biology', 'Physics']","['Music Band', 'Photography', 'Robotics']",Yes,"['window', 'well']",['Design'],['Videos'],Monthly
Stephen Hansen,STU1171,fmiller@example.com,Male,Mathematics,"['Gaming', 'Reading', 'Travel']","['Engineering', 'Data Science']",['Sports Teams'],Yes,[],"['Design', 'Writing']","['Events', 'Podcasts', 'Videos']",Monthly
Angela Blackwell,STU1172,ashley77@example.org,Other,Physics,['Travel'],['Data Science'],"['Debate', 'Robotics', 'Volunteering']",Yes,"['though', 'store']",['Leadership'],['Articles'],Weekly
Erica Reyes,STU1173,julie67@example.com,Male,History,"['Music', 'Science']","['Literature', 'Physics']","['Drama', 'Volunteering']",No,[],['Design'],"['Tutorials', 'Videos', 'Articles']",Weekly
Scott Smith,STU1174,andrealynch@example.net,Other,Computer Science,"['Technology', 'Arts', 'Travel']",['Physics'],"['Photography', 'Music Band', 'Drama']",Yes,[],"['Writing', 'Design', 'Public Speaking']",['Videos'],Bi-weekly
Laurie Williams,STU1175,vanessacole@example.net,Female,Engineering,"['Arts', 'Gaming', 'Technology']","['Mathematics', 'Engineering', 'Biology']","['Music Band', 'Volunteering', 'Robotics']",No,[],"['Design', 'Public Speaking']","['Tutorials', 'Videos']",Weekly
Matthew Miles,STU1176,kevin27@example.com,Male,Computer Science,"['Music', 'Science']","['History', 'Biology']",['Volunteering'],Yes,"['firm', 'hour']","['Programming', 'Leadership', 'Design']",['Articles'],Bi-weekly
Amanda Day,STU1177,estesjoseph@example.net,Male,Biology,"['Arts', 'Technology']",['AI'],"['Drama', 'Sports Teams']",No,"['per', 'explain']","['Writing', 'Design', 'Leadership']","['Events', 'Videos', 'Tutorials']",Bi-weekly
Jessica Hansen,STU1178,zunigadiana@example.net,Other,Mathematics,"['Travel', 'Cooking', 'Arts']","['Physics', 'AI', 'Biology']",['Photography'],No,"['tell', 'mission']",['Event Planning'],"['Articles', 'Videos', 'Tutorials']",Weekly
Sarah Griffin,STU1179,johnsongregory@example.net,Male,History,"['Science', 'Sports']",['Data Science'],['Debate'],No,"['leader', 'head']",['Leadership'],"['Events', 'Podcasts']",Weekly
Elizabeth Arroyo,STU1180,akelley@example.org,Male,Mathematics,"['Arts', 'Technology', 'Music']",['Biology'],"['Volunteering', 'Music Band', 'Drama']",Yes,"['entire', 'race']","['Programming', 'Design']",['Events'],Bi-weekly
William Miller,STU1181,jjohnson@example.com,Female,History,['Science'],['Physics'],['Debate'],No,"['difference', 'air']",['Leadership'],['Events'],Bi-weekly
Ashley Martin,STU1182,kylebrown@example.com,Female,Computer Science,['Sports'],"['Mathematics', 'History', 'Literature']","['Volunteering', 'Sports Teams']",No,[],"['Leadership', 'Event Planning']","['Podcasts', 'Videos']",Monthly
Caleb Torres,STU1183,barryjoshua@example.com,Female,Mathematics,"['Arts', 'Gaming', 'Technology']","['Mathematics', 'Engineering']",['Volunteering'],No,[],['Event Planning'],"['Videos', 'Podcasts', 'Tutorials']",Monthly
Alexander Mason,STU1184,crystalburke@example.org,Female,History,['Sports'],"['AI', 'Literature']",['Volunteering'],No,"['industry', 'serious']","['Programming', 'Leadership']","['Articles', 'Tutorials', 'Events']",Weekly
Katie Ortiz,STU1185,oscarcruz@example.net,Male,Literature,['Gaming'],"['Mathematics', 'Literature', 'History']",['Sports Teams'],Yes,"['ready', 'bad']","['Programming', 'Writing', 'Event Planning']","['Videos', 'Events', 'Tutorials']",Weekly
Daniel Ryan,STU1186,thompsonjeremy@example.com,Other,Engineering,"['Arts', 'Cooking']",['AI'],"['Drama', 'Volunteering', 'Photography']",Yes,[],"['Public Speaking', 'Design']","['Events', 'Articles']",Monthly
Stephen Velez,STU1187,cynthia83@example.com,Male,Biology,['Science'],"['Physics', 'Data Science']","['Drama', 'Volunteering', 'Robotics']",Yes,"['property', 'blood']",['Programming'],"['Events', 'Podcasts', 'Tutorials']",Monthly
Donald Nelson,STU1188,samuelwilliams@example.org,Male,Computer Science,"['Music', 'Cooking']","['History', 'Biology']","['Sports Teams', 'Photography', 'Debate']",No,"['subject', 'main']",['Design'],"['Events', 'Tutorials']",Weekly
Pam Shaffer,STU1189,robertthompson@example.net,Other,Biology,['Reading'],['Biology'],"['Robotics', 'Sports Teams', 'Photography']",No,"['hour', 'sing']",['Public Speaking'],"['Videos', 'Events']",Weekly
Joseph Smith,STU1190,cynthiadavis@example.org,Other,Engineering,"['Science', 'Music']",['Mathematics'],"['Volunteering', 'Drama']",No,[],"['Leadership', 'Event Planning', 'Public Speaking']","['Events', 'Tutorials']",Weekly
Eugene Jones,STU1191,smithamber@example.net,Female,Mathematics,"['Arts', 'Writing', 'Music']","['Biology', 'Data Science']",['Drama'],No,[],"['Event Planning', 'Public Speaking', 'Programming']",['Tutorials'],Weekly
Haley Orozco,STU1192,christophertaylor@example.org,Male,History,['Arts'],"['Literature', 'Biology', 'Physics']","['Sports Teams', 'Debate', 'Drama']",Yes,[],"['Programming', 'Leadership', 'Design']","['Tutorials', 'Events', 'Articles']",Bi-weekly
Jennifer Carrillo,STU1193,pbrown@example.com,Female,Engineering,"['Music', 'Writing']","['Biology', 'Literature', 'Mathematics']",['Robotics'],No,"['activity', 'summer']","['Design', 'Public Speaking', 'Programming']","['Videos', 'Events']",Bi-weekly
Tina Lopez,STU1194,kristenwilliams@example.org,Other,Physics,"['Arts', 'Reading']","['AI', 'Data Science', 'Physics']",['Volunteering'],No,[],"['Writing', 'Event Planning', 'Design']","['Podcasts', 'Videos', 'Events']",Monthly
Noah Strong,STU1195,stuartgonzalez@example.org,Female,Mathematics,"['Reading', 'Technology']",['AI'],['Volunteering'],Yes,"['country', 'white']","['Event Planning', 'Writing', 'Public Speaking']","['Tutorials', 'Podcasts', 'Articles']",Monthly
Robert Foster,STU1196,matthew52@example.net,Other,Computer Science,"['Arts', 'Travel', 'Technology']","['Physics', 'Data Science']","['Debate', 'Robotics']",Yes,"['side', 'sound']","['Writing', 'Leadership']",['Tutorials'],Weekly
Sean Shaw,STU1197,erin05@example.com,Male,Mathematics,"['Science', 'Travel', 'Music']","['Engineering', 'Physics']","['Robotics', 'Sports Teams']",No,[],"['Leadership', 'Design']","['Articles', 'Events', 'Videos']",Weekly
Sara Wolfe,STU1198,jonesamber@example.net,Other,Mathematics,"['Arts', 'Travel', 'Music']","['Mathematics', 'Literature', 'Biology']",['Robotics'],No,"['economy', 'story']",['Design'],['Videos'],Monthly
Patrick Williams,STU1199,lmorse@example.org,Female,Literature,"['Arts', 'Science']",['Data Science'],"['Volunteering', 'Photography']",No,"['last', 'collection']","['Programming', 'Event Planning', 'Public Speaking']","['Articles', 'Videos', 'Tutorials']",Bi-weekly
Matthew Shepherd,STU1200,hmiller@example.com,Female,History,"['Reading', 'Arts']","['Literature', 'Biology']",['Photography'],No,[],"['Public Speaking', 'Event Planning']","['Tutorials', 'Podcasts']",Monthly
Logan Walton,STU1201,gavinbradley@example.org,Male,Computer Science,"['Travel', 'Sports', 'Writing']","['History', 'Engineering']",['Music Band'],No,[],['Leadership'],['Tutorials'],Monthly
Francisco Powell,STU1202,geraldday@example.com,Female,Computer Science,"['Sports', 'Arts']",['Physics'],"['Drama', 'Volunteering', 'Sports Teams']",Yes,[],"['Programming', 'Event Planning']","['Articles', 'Videos', 'Tutorials']",Monthly
Joseph Daniels,STU1203,joseph47@example.org,Female,Computer Science,"['Arts', 'Reading', 'Writing']",['Engineering'],"['Music Band', 'Sports Teams']",No,"['deal', 'ago']",['Programming'],['Videos'],Monthly
